employee_id,age,gender,marital_status,education,education_field,department,job_role,business_travel,overtime,years_at_company,years_in_role,years_with_manager,num_companies_worked,monthly_income,percent_salary_hike,stock_option_level,performance_rating,job_satisfaction,environment_satisfaction,relationship_satisfaction,work_life_balance,job_involvement,training_times_last_year,distance_from_home,attrition
EMP-1113,31,Male,Single,Master,Life Sciences,Finance,Auditor,Travel_Frequently,Yes,1,0,1,3,4916,24,1,3,3,1,3,3,2,2,27,Yes
EMP-1114,31,Male,Single,Bachelor,Life Sciences,Engineering,Senior Engineer,Non-Travel,Yes,1,1,1,2,4959,20,2,3,4,3,3,3,3,5,2,No
EMP-1115,34,Male,Single,Master,Technical Degree,Engineering,Software Engineer,Non-Travel,No,16,0,8,5,9119,17,0,3,1,3,1,2,3,3,1,No
EMP-1116,38,Male,Married,PhD,Human Resources,Marketing,Marketing Analyst,Travel_Frequently,No,20,0,3,3,8443,17,2,3,2,3,3,3,3,3,3,No
EMP-1117,29,Female,Married,Master,Marketing,Operations,Logistics Coordinator,Non-Travel,No,0,0,0,3,3548,25,0,3,4,4,3,2,3,2,4,Yes
EMP-1118,31,Male,Divorced,Master,Other,Engineering,Tech Lead,Travel_Frequently,No,4,0,4,4,7990,13,0,4,2,3,4,2,4,3,13,Yes
EMP-1119,23,Female,Divorced,Bachelor,Technical Degree,Marketing,Marketing Manager,Travel_Rarely,No,1,0,1,2,4395,25,3,3,3,3,3,3,2,1,18,No
EMP-1120,36,Female,Married,Bachelor,Marketing,Engineering,Data Analyst,Non-Travel,No,14,1,0,4,7225,23,0,2,2,1,2,1,3,5,1,No
EMP-1121,29,Male,Married,Bachelor,Marketing,Customer Support,Support Executive,Travel_Rarely,No,8,0,2,3,3223,17,0,3,3,3,2,2,2,4,3,No
EMP-1122,47,Male,Divorced,Master,Life Sciences,Engineering,Tech Lead,Travel_Rarely,Yes,4,2,2,2,7997,19,1,3,4,4,2,3,3,2,1,No
EMP-1123,46,Male,Married,Bachelor,Marketing,Sales,Sales Representative,Travel_Rarely,No,11,0,11,4,3806,25,0,4,4,4,3,2,4,3,1,No
EMP-1124,29,Female,Single,PhD,Medical,Sales,Sales Executive,Travel_Frequently,No,8,1,6,2,5009,11,1,3,3,1,4,2,1,4,3,No
EMP-1125,22,Male,Married,Bachelor,Other,Engineering,Senior Engineer,Travel_Rarely,Yes,4,0,1,1,5681,20,3,2,2,4,2,3,3,3,29,Yes
EMP-1126,27,Female,Married,Bachelor,Technical Degree,Operations,Operations Analyst,Non-Travel,No,0,0,0,4,3093,24,2,3,1,4,4,3,1,4,11,No
EMP-1127,45,Female,Married,Master,Life Sciences,Sales,Sales Manager,Non-Travel,No,8,0,2,1,6552,12,3,3,4,3,3,4,4,3,1,No
EMP-1128,38,Female,Married,High School,Medical,Engineering,Senior Engineer,Travel_Rarely,No,8,2,0,4,4911,25,0,3,1,2,3,3,3,3,2,Yes
EMP-1129,41,Female,Single,Bachelor,Medical,Marketing,Marketing Analyst,Non-Travel,No,5,5,4,4,3554,23,0,3,3,3,3,3,3,3,17,No
EMP-1130,37,Female,Married,High School,Marketing,Finance,Finance Analyst,Travel_Rarely,No,6,6,6,1,4005,15,2,3,3,4,3,1,3,3,4,No
EMP-1131,48,Male,Married,Master,Technical Degree,Operations,Operations Analyst,Travel_Rarely,No,2,2,2,2,4266,17,1,3,3,3,3,3,3,2,3,No
EMP-1132,41,Male,Married,Master,Marketing,Finance,Finance Analyst,Travel_Frequently,No,0,0,0,1,4990,18,0,2,1,2,3,2,2,1,6,Yes
EMP-1133,31,Male,Single,Bachelor,Medical,Sales,Sales Representative,Non-Travel,No,6,2,1,3,3194,11,0,2,3,2,2,3,3,1,24,Yes
EMP-1134,35,Female,Single,Bachelor,Medical,Engineering,Software Engineer,Non-Travel,No,3,0,1,3,4822,22,0,3,3,4,3,4,3,3,15,No
EMP-1135,48,Male,Single,Bachelor,Life Sciences,Finance,Accountant,Non-Travel,Yes,1,0,0,1,3963,22,2,3,4,3,4,2,3,4,7,Yes
EMP-1136,22,Male,Single,Master,Life Sciences,HR,Recruiter,Travel_Rarely,No,4,3,3,2,4027,16,0,4,3,1,2,3,3,3,2,No
EMP-1137,38,Female,Single,Master,Technical Degree,Customer Support,Support Executive,Travel_Rarely,Yes,13,0,0,3,4646,18,0,3,2,4,4,3,3,4,3,Yes
EMP-1138,35,Male,Single,Master,Technical Degree,Sales,Sales Manager,Travel_Rarely,Yes,0,0,0,5,4285,15,3,3,3,3,2,3,2,1,13,Yes
EMP-1139,25,Male,Married,High School,Marketing,Operations,Operations Manager,Travel_Rarely,No,7,0,0,1,4202,25,2,3,1,3,3,3,3,3,9,No
EMP-1140,34,Female,Single,Bachelor,Technical Degree,HR,Recruiter,Non-Travel,No,2,1,1,1,3048,21,3,3,2,3,1,4,3,2,2,No
EMP-1141,30,Male,Married,Bachelor,Human Resources,Engineering,Senior Engineer,Travel_Rarely,No,0,0,0,4,4521,19,0,2,4,3,4,3,4,6,5,No
EMP-1142,43,Female,Married,Bachelor,Marketing,Engineering,Tech Lead,Travel_Rarely,No,3,3,0,2,6151,17,3,3,2,2,3,2,4,3,4,No
EMP-1143,47,Male,Married,High School,Technical Degree,Engineering,Tech Lead,Travel_Frequently,No,4,4,4,5,5537,18,0,3,2,3,1,3,1,4,2,Yes
EMP-1144,44,Female,Single,Bachelor,Other,Sales,Sales Manager,Non-Travel,Yes,0,0,0,6,3950,18,1,4,2,2,4,4,4,3,10,Yes
EMP-1145,40,Male,Divorced,Bachelor,Human Resources,Sales,Sales Executive,Travel_Rarely,No,5,0,3,1,3661,19,0,4,3,3,1,2,2,3,9,No
EMP-1146,22,Female,Married,Master,Human Resources,Sales,Sales Executive,Non-Travel,No,4,3,1,4,4404,12,1,4,2,3,3,1,3,0,9,No
EMP-1147,35,Female,Married,High School,Medical,Sales,Sales Executive,Travel_Rarely,No,17,3,0,4,3973,24,0,3,4,2,2,2,4,2,16,No
EMP-1148,43,Male,Married,Bachelor,Technical Degree,Sales,Sales Manager,Non-Travel,No,0,0,0,5,3948,16,1,3,4,1,3,4,3,2,13,No
EMP-1149,52,Female,Single,Bachelor,Human Resources,Finance,Finance Analyst,Travel_Rarely,Yes,18,3,1,1,6387,20,0,3,2,4,2,3,4,2,4,No
EMP-1150,42,Male,Married,Bachelor,Technical Degree,Operations,Operations Analyst,Travel_Rarely,No,1,0,0,6,3147,20,0,3,2,3,3,2,3,3,12,Yes
EMP-1151,38,Male,Married,Master,Technical Degree,Sales,Sales Representative,Travel_Frequently,No,5,0,5,1,4032,23,1,4,1,1,1,3,2,5,6,Yes
EMP-1152,22,Female,Married,PhD,Medical,Operations,Operations Manager,Non-Travel,No,3,0,0,4,6389,25,0,4,3,2,2,4,3,2,4,No
EMP-1153,38,Female,Divorced,Master,Marketing,Sales,Sales Manager,Non-Travel,No,4,3,4,1,5100,19,2,3,4,2,4,3,1,4,5,No
EMP-1154,44,Female,Single,Master,Medical,Engineering,Senior Engineer,Non-Travel,No,2,2,2,5,6359,19,1,3,2,3,1,3,3,4,1,No
EMP-1155,38,Female,Single,High School,Human Resources,Operations,Operations Manager,Travel_Rarely,No,2,2,2,1,3414,18,0,3,4,3,3,4,2,2,7,No
EMP-1156,50,Male,Married,High School,Life Sciences,Engineering,Tech Lead,Travel_Rarely,No,14,7,3,3,7557,16,0,3,3,4,3,4,2,1,9,No
EMP-1157,33,Female,Divorced,Bachelor,Technical Degree,HR,HR Manager,Non-Travel,No,4,4,4,2,3970,24,0,3,3,4,3,2,4,4,1,No
EMP-1158,47,Male,Married,Master,Other,Marketing,Marketing Analyst,Travel_Rarely,Yes,2,2,2,5,4467,16,0,4,2,2,3,1,3,4,5,Yes
EMP-1159,45,Male,Single,Master,Marketing,Marketing,Marketing Analyst,Travel_Frequently,No,13,0,3,3,6618,22,2,3,4,3,2,3,4,2,1,No
EMP-1160,33,Male,Married,Master,Other,Sales,Sales Representative,Travel_Rarely,No,7,3,1,3,4510,17,1,4,3,4,4,3,3,3,1,No
EMP-1161,36,Female,Married,Master,Human Resources,Sales,Sales Executive,Travel_Rarely,No,0,0,0,7,3656,15,2,3,3,1,3,3,3,5,21,Yes
EMP-1162,23,Female,Married,Bachelor,Other,HR,Recruiter,Travel_Frequently,No,5,2,4,2,2984,12,1,3,4,2,4,1,3,2,9,Yes
EMP-1163,27,Female,Married,Master,Marketing,Engineering,Senior Engineer,Non-Travel,No,1,1,0,2,5836,22,3,3,2,2,3,3,3,2,25,Yes
EMP-1164,40,Male,Married,Master,Medical,Marketing,Marketing Manager,Non-Travel,Yes,1,1,1,5,5282,13,0,1,4,2,2,4,2,3,1,Yes
EMP-1165,45,Male,Single,Master,Technical Degree,Marketing,Marketing Manager,Travel_Rarely,Yes,0,0,0,3,4748,18,0,4,4,4,1,3,3,2,4,Yes
EMP-1166,48,Male,Married,Master,Life Sciences,Marketing,Content Specialist,Non-Travel,No,10,7,2,3,5532,23,1,3,2,2,4,2,4,2,14,No
EMP-1167,29,Male,Married,Bachelor,Life Sciences,Sales,Sales Representative,Non-Travel,Yes,6,0,2,3,3285,21,1,3,3,4,3,3,2,2,18,No
EMP-1168,39,Male,Married,Bachelor,Marketing,Sales,Sales Manager,Travel_Rarely,No,1,1,0,3,4052,20,2,3,2,2,4,4,3,1,7,Yes
EMP-1169,41,Male,Single,PhD,Other,Marketing,Marketing Manager,Travel_Rarely,No,16,1,12,1,9648,18,0,3,4,2,2,3,4,3,20,No
EMP-1170,39,Male,Single,Bachelor,Marketing,Sales,Sales Representative,Travel_Frequently,No,2,0,1,5,3285,12,2,4,4,3,4,2,3,0,2,No
EMP-1171,28,Male,Single,Bachelor,Medical,Finance,Finance Manager,Non-Travel,No,1,1,1,4,5616,18,0,3,1,3,2,3,3,4,1,Yes
EMP-1172,38,Male,Married,Master,Human Resources,Finance,Finance Analyst,Non-Travel,No,14,0,11,3,7140,14,1,3,3,1,3,2,3,4,7,No
EMP-1173,36,Male,Divorced,Master,Other,Sales,Sales Manager,Travel_Rarely,No,0,0,0,2,4200,19,0,3,3,2,3,3,1,4,1,No
EMP-1174,34,Male,Married,Bachelor,Other,Engineering,Data Analyst,Travel_Rarely,No,0,0,0,1,4147,19,1,3,4,3,3,3,3,2,6,No
EMP-1175,42,Male,Single,Bachelor,Technical Degree,Operations,Operations Manager,Travel_Frequently,No,20,4,3,4,6422,18,2,3,4,4,4,3,3,3,1,No
EMP-1176,36,Male,Single,Bachelor,Other,Finance,Finance Analyst,Travel_Frequently,Yes,18,1,2,2,6972,14,0,3,3,3,3,4,3,2,1,No
EMP-1177,39,Male,Divorced,Bachelor,Marketing,Sales,Sales Executive,Travel_Rarely,Yes,1,1,1,2,2852,24,1,1,3,3,2,4,3,4,1,Yes
EMP-1178,42,Male,Married,Master,Human Resources,Marketing,Marketing Manager,Travel_Rarely,No,3,3,1,3,6246,23,0,3,3,3,3,2,3,3,4,No
EMP-1179,48,Male,Married,Master,Medical,Sales,Sales Manager,Travel_Rarely,No,1,0,1,5,4489,11,1,3,3,3,4,3,4,2,11,No
EMP-1180,40,Female,Divorced,High School,Other,Sales,Sales Executive,Travel_Rarely,No,3,3,1,4,2888,22,0,2,4,3,3,3,3,4,5,No
EMP-1181,34,Female,Divorced,High School,Medical,Customer Support,Customer Success Manager,Travel_Rarely,Yes,1,0,1,4,2506,19,0,4,4,1,4,4,4,3,15,Yes
EMP-1182,51,Female,Married,Bachelor,Life Sciences,Operations,Operations Analyst,Travel_Frequently,Yes,32,1,0,2,6992,21,1,3,4,3,2,3,2,2,2,No
EMP-1183,43,Female,Married,Bachelor,Marketing,Engineering,Software Engineer,Travel_Frequently,No,2,2,0,5,4938,13,1,1,2,4,3,3,1,2,6,No
EMP-1184,46,Male,Single,PhD,Human Resources,Engineering,Software Engineer,Travel_Frequently,Yes,3,0,2,1,6721,21,2,4,3,2,4,4,3,4,4,Yes
EMP-1185,41,Male,Married,Bachelor,Life Sciences,Marketing,Marketing Analyst,Travel_Rarely,No,3,3,3,4,3487,11,0,3,3,3,3,3,3,5,1,No
EMP-1186,35,Female,Married,Master,Other,Operations,Logistics Coordinator,Travel_Rarely,Yes,7,0,2,3,4934,17,0,3,1,3,4,4,3,2,6,Yes
EMP-1187,43,Male,Married,Master,Life Sciences,Finance,Finance Analyst,Travel_Rarely,No,15,4,1,2,7576,22,0,3,3,2,4,2,3,3,16,No
EMP-1188,36,Female,Married,Bachelor,Other,Engineering,Tech Lead,Non-Travel,Yes,15,1,0,3,9171,13,1,3,3,3,2,3,4,4,29,No
EMP-1189,35,Male,Married,Master,Medical,Sales,Sales Executive,Travel_Rarely,No,2,2,2,1,3876,23,0,4,4,3,3,4,3,2,3,No
EMP-1190,28,Female,Divorced,Master,Technical Degree,Finance,Accountant,Non-Travel,Yes,7,0,0,3,5734,19,1,3,4,4,2,2,4,2,29,No
EMP-1191,52,Male,Married,Bachelor,Medical,Sales,Sales Executive,Non-Travel,No,1,1,1,3,2945,22,0,4,4,1,3,3,3,1,7,Yes
EMP-1192,31,Male,Married,Bachelor,Medical,Operations,Logistics Coordinator,Travel_Rarely,No,1,1,1,4,2965,24,2,2,3,3,3,4,3,6,13,No
EMP-1193,55,Male,Married,Bachelor,Other,Operations,Logistics Coordinator,Travel_Frequently,Yes,0,0,0,4,2925,16,2,3,4,3,2,2,2,3,16,Yes
EMP-1194,54,Male,Married,High School,Marketing,Finance,Auditor,Travel_Rarely,No,15,0,1,1,5269,16,0,4,4,4,2,1,3,3,17,No
EMP-1195,49,Male,Divorced,Bachelor,Technical Degree,Finance,Finance Analyst,Travel_Rarely,No,6,1,0,3,4444,19,1,3,3,3,3,4,3,4,1,No
EMP-1196,30,Male,Married,Master,Other,Marketing,Marketing Analyst,Travel_Frequently,No,5,4,0,4,5185,14,0,3,3,3,3,3,1,1,1,No
EMP-1197,46,Female,Married,Master,Life Sciences,Operations,Operations Manager,Travel_Rarely,No,16,2,3,2,8207,15,1,4,3,2,2,1,1,1,5,No
EMP-1198,34,Male,Divorced,Master,Other,Engineering,Data Analyst,Travel_Frequently,No,4,1,2,4,6932,11,1,3,2,1,3,4,2,2,10,No
EMP-1199,47,Male,Married,Master,Human Resources,Engineering,Data Analyst,Travel_Rarely,No,13,5,0,3,8433,21,0,3,3,3,3,2,1,3,14,No
EMP-1200,55,Male,Married,PhD,Technical Degree,Engineering,Senior Engineer,Travel_Frequently,Yes,2,0,2,1,6731,19,3,4,3,3,2,4,4,4,5,No
EMP-1201,34,Male,Single,Bachelor,Life Sciences,Finance,Accountant,Travel_Rarely,Yes,10,0,4,3,5054,13,2,4,3,3,2,3,3,6,20,No
EMP-1202,32,Female,Married,High School,Medical,Finance,Accountant,Travel_Rarely,Yes,8,3,4,1,4506,12,0,3,3,4,3,3,3,4,10,No
EMP-1203,45,Male,Single,PhD,Marketing,Sales,Sales Executive,Travel_Rarely,No,2,1,2,2,4134,21,1,3,2,1,3,4,3,3,9,No
EMP-1204,36,Male,Married,Bachelor,Medical,Sales,Sales Manager,Travel_Frequently,No,3,3,3,4,3696,19,2,4,2,3,4,3,1,4,4,No
EMP-1205,35,Female,Married,Master,Other,Engineering,Software Engineer,Travel_Rarely,Yes,1,1,0,2,6338,16,1,3,1,3,1,4,3,4,1,Yes
EMP-1206,40,Male,Divorced,Bachelor,Medical,Finance,Accountant,Non-Travel,No,5,0,0,1,4209,15,2,3,3,1,3,3,3,4,1,No
EMP-1207,36,Male,Married,Bachelor,Human Resources,Marketing,Content Specialist,Travel_Frequently,Yes,2,1,2,4,3534,15,2,3,3,1,1,2,4,0,8,Yes
EMP-1208,51,Female,Married,Bachelor,Other,Engineering,Software Engineer,Non-Travel,No,4,1,4,3,4802,18,3,1,2,3,4,3,3,1,3,No
EMP-1209,34,Female,Married,Master,Life Sciences,Engineering,Tech Lead,Travel_Rarely,Yes,11,1,3,1,9845,20,2,3,2,3,1,4,3,3,19,No
EMP-1210,36,Male,Married,High School,Medical,Engineering,Data Analyst,Travel_Rarely,Yes,6,6,6,4,5022,25,1,1,4,4,4,4,3,3,13,No
EMP-1211,45,Male,Married,Master,Life Sciences,Sales,Sales Executive,Travel_Rarely,No,12,3,0,1,4903,24,2,3,3,4,3,2,2,3,21,No
EMP-1212,22,Male,Married,Bachelor,Life Sciences,Sales,Sales Representative,Travel_Frequently,Yes,0,0,0,2,2611,13,0,3,1,3,1,4,4,3,2,Yes
EMP-1213,22,Male,Married,Bachelor,Marketing,Operations,Logistics Coordinator,Non-Travel,No,4,1,0,3,3411,13,0,3,4,4,3,3,2,3,13,No
EMP-1214,37,Female,Single,Master,Other,Engineering,Software Engineer,Non-Travel,No,18,0,1,3,8962,16,0,3,3,3,4,2,3,4,6,No
EMP-1215,34,Male,Single,Master,Marketing,Sales,Sales Representative,Travel_Rarely,No,1,1,1,4,3778,14,0,4,1,4,3,1,4,1,4,Yes
EMP-1216,30,Male,Single,Master,Other,Operations,Operations Manager,Travel_Rarely,Yes,1,1,0,2,4529,11,1,1,3,2,4,3,3,6,17,No
EMP-1217,60,Male,Married,Bachelor,Medical,Sales,Sales Executive,Travel_Rarely,No,5,1,0,2,3501,16,0,3,3,3,2,2,3,2,2,No
EMP-1218,34,Female,Divorced,Bachelor,Technical Degree,Engineering,Senior Engineer,Travel_Rarely,Yes,2,1,2,4,4687,21,3,3,3,4,1,2,3,3,5,No
EMP-1219,33,Male,Married,Master,Other,Sales,Sales Representative,Travel_Rarely,No,0,0,0,1,3750,13,2,3,2,4,3,3,4,2,12,No
EMP-1220,40,Male,Married,Bachelor,Technical Degree,Sales,Sales Representative,Non-Travel,No,1,1,1,5,2950,20,2,2,3,2,3,1,1,3,2,No
EMP-1221,54,Male,Married,Master,Life Sciences,Engineering,Senior Engineer,Travel_Rarely,Yes,2,0,0,1,5477,23,0,4,3,1,2,3,4,3,1,Yes
EMP-1222,28,Male,Single,Bachelor,Marketing,HR,HR Executive,Non-Travel,No,1,0,1,1,2728,23,1,3,2,3,4,3,3,1,17,No
EMP-1223,26,Male,Divorced,Bachelor,Human Resources,Engineering,Software Engineer,Non-Travel,No,5,3,5,5,5743,14,0,3,3,3,4,4,4,3,1,No
EMP-1224,46,Female,Single,Master,Technical Degree,Finance,Finance Manager,Travel_Rarely,No,28,0,2,3,12816,18,1,3,1,3,1,2,3,4,1,No
EMP-1225,24,Female,Married,Master,Life Sciences,HR,HR Manager,Non-Travel,No,6,6,0,1,4746,22,0,3,2,2,4,3,3,3,1,No
EMP-1226,23,Male,Divorced,Bachelor,Human Resources,Operations,Operations Manager,Travel_Rarely,No,5,5,0,1,4538,13,1,4,4,4,3,3,3,2,7,No
EMP-1227,43,Male,Married,Bachelor,Marketing,Customer Support,Support Executive,Non-Travel,Yes,2,2,2,3,2508,22,1,3,3,2,4,1,3,2,24,Yes
EMP-1228,30,Male,Married,High School,Human Resources,Sales,Sales Manager,Travel_Frequently,Yes,1,0,1,4,3274,16,3,3,3,3,1,4,3,1,13,Yes
EMP-1229,37,Male,Single,PhD,Life Sciences,Engineering,Software Engineer,Travel_Rarely,No,15,3,15,1,11281,13,0,3,2,3,2,3,4,4,15,No
EMP-1230,35,Female,Married,Bachelor,Other,Engineering,Senior Engineer,Travel_Frequently,No,2,2,1,4,4891,14,2,3,2,3,4,3,3,2,3,No
EMP-1231,42,Male,Married,Bachelor,Other,Engineering,Tech Lead,Travel_Rarely,No,16,0,6,3,8674,22,1,3,1,4,3,3,4,3,8,No
EMP-1232,43,Male,Married,High School,Technical Degree,Engineering,Tech Lead,Non-Travel,Yes,6,6,2,5,6332,24,2,3,2,3,4,3,4,5,17,No
EMP-1233,23,Male,Married,Bachelor,Human Resources,Marketing,Marketing Manager,Travel_Rarely,Yes,1,0,1,1,4151,15,3,4,4,3,3,3,3,3,7,No
EMP-1234,36,Male,Married,Master,Marketing,Engineering,Data Analyst,Non-Travel,No,3,3,0,1,6094,22,3,3,3,2,3,4,3,1,3,No
EMP-1235,30,Male,Married,Master,Human Resources,Engineering,Senior Engineer,Travel_Frequently,No,0,0,0,5,5074,11,0,2,4,2,3,3,3,2,23,Yes
EMP-1236,40,Male,Divorced,Bachelor,Human Resources,Engineering,Senior Engineer,Travel_Rarely,No,6,0,6,7,5131,21,0,3,2,4,3,3,3,4,29,No
EMP-1237,43,Female,Married,Bachelor,Technical Degree,HR,HR Manager,Travel_Rarely,No,0,0,0,3,3151,21,1,3,3,4,1,3,3,1,4,No
EMP-1238,33,Male,Married,Master,Human Resources,Finance,Auditor,Travel_Frequently,No,1,1,1,1,4535,16,2,3,4,3,3,3,3,4,1,No
EMP-1239,42,Female,Married,Bachelor,Medical,Customer Support,Customer Success Manager,Non-Travel,No,18,5,1,4,4882,24,1,2,4,3,3,2,2,2,10,No
EMP-1240,33,Male,Divorced,Master,Human Resources,Engineering,Tech Lead,Travel_Rarely,No,12,5,4,6,10926,11,1,3,3,1,4,2,3,0,5,No
EMP-1241,44,Female,Married,Master,Marketing,Operations,Operations Manager,Travel_Rarely,No,0,0,0,3,5105,19,1,3,3,2,4,4,3,4,5,No
EMP-1242,29,Male,Divorced,Bachelor,Human Resources,Sales,Sales Executive,Non-Travel,No,2,0,0,1,2958,11,1,4,4,4,4,3,4,3,8,No
EMP-1243,29,Male,Single,Bachelor,Medical,Engineering,Senior Engineer,Travel_Rarely,No,10,8,0,2,6901,15,1,3,3,2,4,3,3,1,1,No
EMP-1244,32,Female,Divorced,Bachelor,Technical Degree,Engineering,Software Engineer,Travel_Frequently,No,14,1,11,2,6658,20,1,4,2,2,4,3,2,2,13,No
EMP-1245,44,Male,Married,Master,Technical Degree,Customer Support,Support Lead,Travel_Rarely,No,3,3,2,5,4476,24,1,4,1,3,3,4,3,3,1,No
EMP-1246,37,Female,Married,Bachelor,Medical,HR,HR Manager,Non-Travel,Yes,12,0,0,5,5251,13,1,4,4,4,4,3,3,6,7,No
EMP-1247,22,Male,Single,Bachelor,Life Sciences,Operations,Operations Manager,Travel_Rarely,No,4,1,4,3,4680,12,2,3,2,3,3,3,4,3,7,No
EMP-1248,32,Male,Married,Bachelor,Life Sciences,Customer Support,Customer Success Manager,Travel_Rarely,Yes,1,1,1,3,3177,17,0,3,4,3,3,3,4,1,29,No
EMP-1249,33,Male,Married,Master,Other,Sales,Sales Manager,Travel_Rarely,No,2,1,2,5,4977,21,0,3,3,3,4,2,4,3,27,No
EMP-1250,40,Male,Divorced,PhD,Human Resources,Finance,Finance Analyst,Travel_Rarely,Yes,11,2,4,5,7876,17,1,3,2,4,4,4,4,3,4,No
EMP-1251,45,Male,Single,Bachelor,Medical,Customer Support,Support Executive,Travel_Rarely,No,1,1,0,3,2351,11,2,3,3,4,4,2,3,3,1,No
EMP-1252,34,Female,Married,Master,Other,Engineering,Tech Lead,Non-Travel,No,2,2,2,3,7324,18,0,3,3,3,3,2,3,3,17,No
EMP-1253,26,Male,Married,Master,Technical Degree,Sales,Sales Representative,Travel_Rarely,Yes,1,1,1,2,3989,21,0,3,3,3,3,3,3,3,14,Yes
EMP-1254,40,Male,Married,Bachelor,Medical,HR,Recruiter,Travel_Frequently,No,2,2,2,2,2589,22,1,3,3,2,3,3,3,5,11,No
EMP-1255,44,Male,Single,Master,Life Sciences,Engineering,Software Engineer,Travel_Rarely,No,26,0,2,4,11692,20,1,3,3,3,4,3,2,4,29,No
EMP-1256,31,Female,Single,High School,Human Resources,Engineering,Software Engineer,Travel_Rarely,Yes,2,2,1,4,3944,23,1,3,3,3,2,2,3,3,1,No
EMP-1257,34,Male,Married,Bachelor,Technical Degree,Engineering,Software Engineer,Travel_Rarely,No,10,2,0,4,6266,23,0,4,4,4,4,2,3,3,9,No
EMP-1258,29,Female,Married,Bachelor,Marketing,Marketing,Content Specialist,Travel_Rarely,No,0,0,0,2,2968,21,1,3,3,4,3,3,3,3,10,No
EMP-1259,22,Male,Married,Bachelor,Human Resources,Marketing,Marketing Manager,Non-Travel,Yes,0,0,0,1,4266,25,2,2,4,4,3,3,3,5,7,No
EMP-1260,43,Female,Married,Bachelor,Other,Sales,Sales Representative,Travel_Frequently,No,1,1,1,4,3132,24,0,3,3,3,3,4,3,3,1,No
EMP-1261,35,Male,Married,Bachelor,Marketing,Engineering,Tech Lead,Travel_Rarely,No,6,1,0,3,6634,11,0,1,4,2,4,3,3,2,11,No
EMP-1262,37,Male,Single,Bachelor,Other,Finance,Auditor,Non-Travel,No,8,2,2,2,5458,12,0,3,3,4,3,3,2,3,7,No
EMP-1263,32,Male,Married,Master,Life Sciences,Marketing,Content Specialist,Travel_Rarely,No,11,0,1,3,6062,16,1,3,2,4,2,3,3,6,1,No
EMP-1264,22,Male,Divorced,Master,Life Sciences,Engineering,Senior Engineer,Travel_Frequently,No,0,0,0,1,5756,16,0,4,4,3,3,3,3,3,6,Yes
EMP-1265,29,Female,Single,PhD,Human Resources,Finance,Accountant,Non-Travel,Yes,4,3,0,1,5846,23,0,1,2,2,3,2,3,1,1,No
EMP-1266,55,Female,Married,Master,Technical Degree,Engineering,Tech Lead,Non-Travel,No,4,4,2,1,8567,21,0,4,2,3,3,1,4,3,2,No
EMP-1267,39,Female,Married,Master,Life Sciences,Finance,Finance Manager,Travel_Rarely,No,0,0,0,5,5622,19,0,3,4,1,4,3,3,2,17,No
EMP-1268,37,Female,Single,Bachelor,Life Sciences,Engineering,Data Analyst,Travel_Frequently,No,18,0,0,1,7127,21,3,4,2,4,4,2,4,1,2,Yes
EMP-1269,37,Male,Married,PhD,Other,Finance,Finance Analyst,Travel_Rarely,Yes,10,4,3,4,8213,20,0,3,3,4,1,4,3,2,29,No
EMP-1270,37,Female,Single,Bachelor,Marketing,Engineering,Software Engineer,Travel_Rarely,No,3,3,0,2,4902,18,0,3,4,2,4,4,2,2,8,No
EMP-1271,27,Female,Married,Master,Human Resources,Finance,Accountant,Travel_Rarely,No,3,3,3,4,5232,11,3,3,3,3,4,2,2,3,3,No
EMP-1272,47,Male,Married,PhD,Other,Customer Support,Customer Success Manager,Travel_Rarely,No,10,4,1,1,5714,16,0,4,4,4,3,2,3,4,5,No
EMP-1273,38,Male,Single,Master,Medical,HR,HR Executive,Travel_Frequently,Yes,4,0,4,2,3681,12,1,3,3,3,3,3,3,2,25,No
EMP-1274,36,Male,Single,Bachelor,Life Sciences,HR,Payroll Specialist,Travel_Rarely,No,6,1,3,4,3365,18,0,3,2,3,3,3,3,1,8,Yes
EMP-1275,26,Male,Married,PhD,Life Sciences,Sales,Sales Representative,Travel_Rarely,No,2,2,0,1,3953,18,1,4,2,3,3,2,2,4,29,No
EMP-1276,49,Female,Married,Master,Marketing,Sales,Sales Representative,Non-Travel,No,3,3,0,3,3616,13,3,4,3,3,4,2,3,3,21,No
EMP-1277,41,Male,Married,Master,Life Sciences,Engineering,Tech Lead,Non-Travel,Yes,23,6,12,1,13164,21,3,3,3,4,4,3,3,3,6,No
EMP-1278,25,Male,Married,Master,Life Sciences,Engineering,Software Engineer,Travel_Rarely,Yes,7,0,4,2,7152,14,2,2,3,3,2,2,4,3,15,No
EMP-1279,40,Male,Single,High School,Marketing,Sales,Sales Executive,Travel_Frequently,Yes,0,0,0,2,2397,11,0,3,1,3,3,2,3,3,2,Yes
EMP-1280,32,Male,Single,Master,Medical,Engineering,Tech Lead,Non-Travel,Yes,11,4,0,3,9582,17,0,3,4,4,2,3,3,4,8,No
EMP-1281,39,Male,Married,Master,Human Resources,Engineering,Data Analyst,Travel_Rarely,Yes,3,0,3,1,6169,14,2,3,3,2,2,1,4,5,4,No
EMP-1282,34,Male,Married,Master,Other,HR,HR Manager,Non-Travel,No,2,2,2,1,4758,16,0,3,3,4,3,2,3,5,6,No
